CODGEO;LIBGEO;REG;DEP;E14A17;DE14A17;C114A17;C214A17;C314A17;C414A17;C514A17;FZ14A17;GZ14A17;HZ14A17;IZ14A17;JZ14A17;KZ14A17;LZ14A17;MN14A17;OQ14A17;RU14A17;;
71509;La Celle-en-Morvan;26;71;23;0;1;0;0;0;1;8;4;0;4;0;0;0;3;0;2;;
71510;Semur-en-Brionnais;26;71;17;0;1;0;0;0;2;3;4;0;1;1;0;1;1;0;3;;
71512;Sennecey-le-Grand;26;71;202;3;4;0;0;0;11;30;51;9;10;4;11;6;21;27;15;;
71513;Senozan;26;71;42;0;1;0;0;0;3;16;6;1;2;2;0;1;5;1;4;;
71514;Sens-sur-Seille;26;71;24;0;0;0;0;0;3;8;3;0;3;1;0;1;4;1;0;;
71515;Sercy;26;71;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;
71516;Serley;26;71;20;0;0;0;0;0;0;7;2;2;2;0;0;2;2;1;2;;
71517;Sermesse;26;71;3;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;;
71518;Serrières;26;71;15;1;0;0;0;0;0;4;1;0;2;0;0;0;5;2;0;;
71519;Serrigny-en-Bresse;26;71;9;0;0;0;0;0;0;3;3;0;0;1;0;0;1;1;0;;
71520;Sevrey;26;71;70;0;2;0;0;0;2;7;28;9;4;3;4;3;4;1;3;;
71521;Sigy-le-Châtel;26;71;4;0;0;0;0;0;2;0;1;0;1;0;0;0;0;0;0;;
71522;Simandre;26;71;90;1;2;0;0;0;7;17;23;4;6;0;1;2;7;12;8;;
71523;Simard;26;71;52;2;2;0;0;0;3;9;11;2;8;2;0;0;4;7;2;;
71524;Sivignon;26;71;12;1;0;0;0;0;3;2;0;1;0;0;0;1;2;2;0;;
71525;Sologny;26;71;29;0;3;0;0;0;1;5;5;1;0;0;1;2;3;4;4;;
71526;Solutré-Pouilly;26;71;18;0;0;0;1;0;0;2;4;0;2;2;0;4;3;0;0;;
71527;Sommant;26;71;10;0;0;0;0;0;0;2;0;0;2;0;0;0;3;1;2;;
71528;Sornay;26;71;59;1;1;0;0;0;4;12;14;3;3;0;1;2;7;7;4;;
71529;Suin;26;71;15;0;0;0;0;0;1;4;4;0;3;0;0;0;2;0;1;;
71530;Sully;26;71;15;0;0;0;0;0;1;1;4;0;2;0;0;0;3;1;3;;
71531;La Tagnière;26;71;20;1;0;0;1;0;4;1;2;0;3;0;0;0;3;1;4;;
71532;Taizé;26;71;5;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;1;;
71533;Tancon;26;71;14;1;0;0;1;0;1;5;1;0;1;0;0;0;1;0;3;;
71534;Le Tartre;26;71;7;0;0;0;0;0;0;4;1;0;1;0;0;0;1;0;0;;
71535;Tavernay;26;71;11;0;1;0;0;0;1;1;0;2;0;1;0;0;3;0;2;;
71537;Thil-sur-Arroux;26;71;4;0;0;0;0;0;0;0;1;0;2;0;0;0;1;0;0;;
71538;Thurey;26;71;15;0;0;0;0;0;4;3;3;0;1;0;0;0;0;0;4;;
71539;Tintry;26;71;3;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;;
71540;Torcy;26;71;136;4;3;0;0;2;13;15;35;9;10;2;2;2;22;8;9;;
71541;Torpes;26;71;15;0;2;0;0;0;1;4;1;0;1;0;0;1;3;0;2;;
71542;Toulon-sur-Arroux;26;71;84;2;4;0;0;0;4;18;20;2;6;0;2;3;9;9;5;;
71543;Tournus;26;71;463;5;10;0;2;0;24;36;115;8;51;8;26;22;59;64;33;;
71544;Toutenant;26;71;7;0;0;0;0;0;0;1;2;0;0;1;0;0;2;1;0;;
71545;Tramayes;26;71;85;1;1;0;0;0;5;11;16;1;6;0;1;2;14;17;10;;
71546;Trambly;26;71;18;0;3;0;0;0;1;6;1;0;3;0;0;0;3;0;1;;
71547;Trivy;26;71;10;0;0;0;0;0;0;4;1;0;2;0;0;0;1;1;1;;
71548;Tronchy;26;71;9;0;0;0;0;0;1;3;0;1;2;0;0;0;1;0;1;;
71549;La Truchère;26;71;7;0;0;0;0;0;0;1;2;0;2;0;0;0;2;0;0;;
71550;Uchizy;26;71;44;0;2;0;0;0;2;7;11;2;7;0;1;0;5;2;5;;
71551;Uchon;26;71;3;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;;
71552;Uxeau;26;71;12;2;1;0;0;0;1;3;3;0;1;0;0;0;1;0;0;;
71553;Vareilles;26;71;5;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;2;;
71554;Varenne-l'Arconce;26;71;3;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;
71555;Varennes-le-Grand;26;71;88;1;3;0;0;0;0;24;15;9;4;1;0;4;10;8;9;;
71556;Varennes-lès-Mâcon;26;71;82;0;1;0;0;0;2;16;32;5;4;1;2;4;8;3;4;;
71557;Varenne-Saint-Germain;26;71;25;0;0;0;0;0;1;3;9;3;1;1;0;1;2;1;3;;
71558;Varennes-Saint-Sauveur;26;71;71;4;3;0;2;0;4;11;18;3;5;0;5;3;4;5;4;;
71559;Varennes-sous-Dun;26;71;59;0;0;0;1;1;4;7;22;3;4;1;2;2;6;2;4;;
71561;Vauban;26;71;7;0;0;0;0;0;2;1;2;0;0;0;0;0;1;0;1;;
71562;Vaudebarrier;26;71;11;0;1;0;0;0;2;2;2;1;1;0;1;0;1;0;0;;
71563;Vaux-en-Pré;26;71;5;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;;
71564;Vendenesse-lès-Charolles;26;71;48;1;1;0;0;0;4;12;7;3;3;3;2;1;7;0;4;;
71565;Vendenesse-sur-Arroux;26;71;16;0;0;0;0;0;0;2;4;2;2;0;0;0;3;2;1;;
71566;Verdun-sur-le-Doubs;26;71;111;1;4;0;0;0;4;9;33;2;8;1;6;6;13;13;11;;
71567;Vergisson;26;71;12;0;0;0;0;0;0;0;4;0;1;0;0;1;4;1;1;;
71568;Vérissey;26;71;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;
71570;Verjux;26;71;17;1;0;0;0;0;2;5;3;0;1;0;0;1;1;1;2;;
71571;Verosvres;26;71;11;0;0;0;0;0;0;3;3;0;1;0;0;0;0;1;3;;
71572;Vers;26;71;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;;
71573;Versaugues;26;71;11;0;0;0;0;0;1;2;1;1;1;0;1;1;0;2;1;;
71574;Verzé;26;71;39;0;2;0;0;0;3;11;4;1;3;0;1;3;5;3;3;;
71576;Le Villars;26;71;10;0;0;0;0;0;4;0;2;1;1;0;0;0;0;2;0;;
71577;Villegaudin;26;71;3;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;;
71578;La Villeneuve;26;71;9;0;0;0;0;0;1;0;3;1;1;0;0;0;3;0;0;;
71579;Villeneuve-en-Montagne;26;71;8;2;0;0;0;0;1;2;1;0;0;0;0;1;1;0;0;;
71580;Vincelles;26;71;11;0;0;0;0;0;1;3;3;0;1;0;0;1;2;0;0;;
71581;Vindecy;26;71;12;1;0;0;0;0;0;3;4;1;0;0;1;0;1;0;1;;
71582;La Vineuse;26;71;16;0;0;0;0;0;2;4;3;0;1;1;0;0;4;1;0;;
71583;Vinzelles;26;71;46;0;2;0;1;0;3;3;15;1;5;1;1;2;9;1;2;;
71584;Viré;26;71;68;2;3;0;0;0;6;11;10;0;6;0;1;2;15;10;2;;
71585;Virey-le-Grand;26;71;39;0;1;0;1;0;3;14;3;1;1;1;1;2;4;5;2;;
71586;Viry;26;71;8;1;0;0;0;0;0;2;1;0;1;0;0;0;1;1;1;;
71587;Vitry-lès-Cluny;26;71;3;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;;
71588;Vitry-en-Charollais;26;71;73;1;1;0;1;0;6;8;25;0;9;1;2;4;11;0;4;;
71589;Vitry-sur-Loire;26;71;14;0;1;0;0;0;2;1;1;0;3;0;1;0;2;0;3;;
71590;Volesvres;26;71;22;0;0;0;0;0;1;6;3;2;2;1;1;1;3;0;2;;
71591;Fleurville;26;71;32;1;1;0;0;1;1;3;9;2;4;0;3;1;4;0;2;;
72001;Aigné;52;72;38;0;0;0;0;0;1;10;2;3;2;0;1;1;10;5;3;;
72002;Aillières-Beauvoir;52;72;12;1;1;0;0;0;1;1;2;0;2;0;0;1;2;0;1;;
72003;Allonnes;52;72;340;7;8;0;4;1;9;36;105;15;18;4;16;14;32;47;24;;
72004;Amné;52;72;12;1;0;0;0;0;1;3;1;0;1;1;0;0;2;1;1;;
72005;Ancinnes;52;72;20;0;0;0;0;1;0;5;6;1;1;0;1;0;2;2;1;;
72006;Arçonnay;52;72;153;1;3;0;1;0;7;16;69;2;11;1;6;6;15;4;11;;
72007;Ardenay-sur-Mérize;52;72;15;0;2;0;0;0;0;3;2;2;0;0;1;1;3;0;1;;
72008;Arnage;52;72;376;9;4;0;5;1;19;41;107;16;27;3;26;17;40;36;25;;
72009;Arthezé;52;72;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;
72010;Asnières-sur-Vègre;52;72;11;1;0;0;0;0;2;2;0;2;1;0;0;1;0;0;2;;
72011;Assé-le-Boisne;52;72;24;0;1;0;0;0;1;5;7;1;1;0;0;1;1;1;5;;
72012;Assé-le-Riboul;52;72;9;0;0;0;0;0;0;6;0;0;0;0;0;0;1;1;1;;
72013;Aubigné-Racan;52;72;76;3;2;0;0;0;7;12;15;4;5;1;5;2;10;6;4;;
72015;Les Aulneaux;52;72;7;0;0;0;0;0;0;2;1;0;0;0;0;1;1;1;1;;
72016;Auvers-le-Hamon;52;72;52;0;1;0;0;0;1;5;10;4;3;0;4;0;8;7;9;;
72017;Auvers-sous-Montfaucon;52;72;4;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;;
72018;Avesnes-en-Saosnois;52;72;4;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;;
72019;Avessé;52;72;10;1;0;0;0;0;2;3;0;1;0;0;0;0;2;0;1;;
72020;Avezé;52;72;33;3;1;0;0;0;2;4;11;0;3;0;2;0;1;1;5;;
72021;Avoise;52;72;24;2;0;0;0;0;1;2;2;1;2;1;0;0;5;1;7;;
72022;Le Bailleul;52;72;40;0;1;0;0;0;3;7;9;6;2;2;0;1;2;3;4;;
72023;Ballon;52;72;58;1;3;0;0;0;0;8;7;4;4;0;5;1;3;16;6;;
72024;La Bazoge;52;72;133;1;2;0;0;0;14;22;24;5;4;6;5;2;16;22;10;;
72025;Bazouges-sur-le-Loir;52;72;54;1;2;0;1;0;4;5;15;1;3;0;4;3;9;3;3;;
72026;Beaufay;52;72;45;1;1;0;2;0;3;12;7;1;2;1;2;2;3;3;5;;
72027;Beaumont-sur-Dême;52;72;14;0;0;0;0;0;1;3;1;0;1;1;0;0;4;2;1;;
72028;Beaumont-Pied-de-Boeuf;52;72;17;1;0;0;0;0;2;4;3;0;3;0;1;0;1;0;2;;
72029;Beaumont-sur-Sarthe;52;72;132;4;3;0;0;0;5;8;31;4;9;1;13;8;15;18;13;;
72031;Beillé;52;72;15;1;0;0;0;0;0;2;3;3;1;2;1;0;1;0;1;;
72032;Berfay;52;72;11;0;1;0;1;0;0;5;1;0;0;0;0;1;0;1;1;;
72033;Bernay-en-Champagne;52;72;21;0;1;0;0;0;0;7;3;1;2;0;0;1;2;2;2;;
72034;Bérus;52;72;19;0;0;0;0;2;2;2;3;1;1;0;0;2;2;2;2;;
72035;Bessé-sur-Braye;52;72;115;2;3;0;1;0;9;11;29;3;8;0;10;3;9;12;15;;
72036;Béthon;52;72;11;0;0;0;0;0;0;1;5;0;0;0;0;2;1;0;2;;
72037;Blèves;52;72;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;
72038;Boëssé-le-Sec;52;72;17;0;0;0;0;0;1;3;3;0;1;1;1;0;1;3;3;;
72039;Bonnétable;52;72;173;1;9;0;1;0;5;21;34;6;12;2;15;8;19;23;17;;
72040;La Bosse;52;72;4;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1;;
72041;Bouër;52;72;10;1;0;0;0;0;0;2;1;0;0;2;1;0;1;1;1;;
72042;Bouloire;52;72;118;3;3;0;0;0;9;21;30;2;5;0;8;5;13;11;8;;
72043;Bourg-le-Roi;52;72;7;0;0;0;0;0;0;0;3;0;0;0;1;1;1;1;0;;
72044;Bousse;52;72;6;0;0;0;0;0;0;1;1;0;2;0;0;0;2;0;0;;
72045;Brains-sur-Gée;52;72;18;1;0;0;0;0;3;5;4;1;1;0;0;0;2;0;1;;
72046;Le Breil-sur-Mérize;52;72;32;1;1;0;0;0;0;5;8;2;5;2;0;1;0;3;4;;
72047;Brette-les-Pins;52;72;63;2;2;0;1;0;2;12;11;5;2;1;1;3;9;3;9;;
72048;Briosne-lès-Sables;52;72;10;0;1;0;0;0;1;4;1;0;1;0;0;0;2;0;0;;
72049;La Bruère-sur-Loir;52;72;14;1;0;0;0;0;0;2;2;0;0;0;0;1;3;2;3;;
72050;Brûlon;52;72;100;1;2;0;0;1;13;11;15;6;7;0;11;0;12;12;9;;
72051;Cérans-Foulletourte;52;72;128;4;3;0;1;0;6;26;25;2;6;0;8;3;18;14;12;;
72052;Chahaignes;52;72;23;0;1;0;0;0;0;4;6;0;2;1;0;1;5;2;1;;
72053;Challes;52;72;31;1;1;0;0;0;2;5;6;1;1;0;0;1;5;2;6;;
72054;Champagné;52;72;184;6;7;0;3;0;14;28;26;13;17;0;11;8;17;9;25;;
72056;Champfleur;52;72;45;1;1;0;0;0;1;10;5;6;1;1;1;3;9;3;3;;
72057;Champrond;52;72;4;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;;
72058;Changé;52;72;329;1;3;0;2;0;19;59;76;16;11;6;25;12;40;31;28;;
72059;Chantenay-Villedieu;52;72;41;3;2;0;0;0;2;9;7;1;3;1;1;0;2;3;7;;
72060;La Chapelle-aux-Choux;52;72;8;3;0;0;0;0;0;3;0;0;0;0;0;0;1;0;1;;
72061;La Chapelle-d'Aligné;52;72;44;0;1;0;1;0;2;7;7;1;3;2;1;3;6;1;9;;
72062;La Chapelle-du-Bois;52;72;39;1;1;0;2;0;2;12;6;1;2;0;0;2;3;4;3;;
72063;La Chapelle-Gaugain;52;72;11;0;0;0;0;0;3;4;2;0;0;0;0;0;2;0;0;;
72064;La Chapelle-Huon;52;72;15;0;1;0;0;0;0;4;4;0;1;0;0;1;3;0;1;;
72065;La Chapelle-Saint-Aubin;52;72;300;2;2;0;2;0;12;18;173;7;13;0;7;7;20;19;18;;
72066;La Chapelle-Saint-Fray;52;72;13;2;0;0;0;0;2;3;1;0;1;0;0;1;1;1;1;;
72067;La Chapelle-Saint-Rémy;52;72;40;2;1;0;2;0;3;12;8;0;1;2;1;2;0;5;1;;
72068;La Chartre-sur-le-Loir;52;72;169;3;3;0;1;0;16;13;44;2;17;3;12;8;14;18;15;;
72069;Chassé;52;72;5;0;0;0;0;0;0;0;1;0;1;0;0;1;2;0;0;;
72070;Chassillé;52;72;6;0;1;0;0;0;0;3;0;0;1;0;0;0;1;0;0;;
72071;Château-du-Loir;52;72;260;1;6;0;4;0;14;17;53;5;26;4;19;8;30;45;28;;
72072;Château-l'Hermitage;52;72;6;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;2;;
72073;Chaufour-Notre-Dame;52;72;41;0;1;0;1;0;2;11;8;2;3;0;2;1;3;5;2;;
72074;Chemiré-en-Charnie;52;72;3;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;;
72075;Chemiré-le-Gaudin;52;72;32;0;1;0;0;0;0;6;3;1;2;0;1;1;9;2;6;;
72076;Chenay;52;72;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;;
72077;Chenu;52;72;26;4;1;0;0;0;0;6;6;0;2;0;2;1;0;2;2;;
72078;Chérancé;52;72;9;1;2;0;0;0;0;2;1;0;1;0;0;0;1;0;1;;
72079;Chérisay;52;72;12;0;0;0;0;0;0;2;4;0;1;0;2;0;0;1;2;;
72080;Cherré;52;72;110;0;3;0;1;0;7;15;26;6;4;0;12;7;15;6;8;;
72081;Cherreau;52;72;28;0;0;0;0;0;0;3;9;1;2;0;2;0;7;0;4;;
72082;Le Chevain;52;72;5;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;2;;
72083;Chevillé;52;72;17;1;0;0;0;0;0;6;3;1;2;1;0;2;0;1;0;;
72084;Clermont-Créans;52;72;53;1;2;0;0;0;0;11;12;3;8;1;2;3;4;2;4;;
72085;Cogners;52;72;8;1;0;0;0;0;0;2;3;0;0;0;0;0;2;0;0;;
72086;Commerveil;52;72;3;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;;
72087;Conflans-sur-Anille;52;72;18;1;0;0;0;0;1;3;5;0;3;0;0;0;5;0;0;;
72088;Congé-sur-Orne;52;72;15;1;0;0;0;0;0;6;1;0;1;0;1;1;2;0;2;;
72089;Conlie;52;72;102;3;2;0;1;0;2;14;21;4;4;1;8;1;9;22;10;;
72090;Connerré;52;72;141;0;8;0;0;0;7;13;33;5;12;1;11;8;11;20;12;;
72091;Contilly;52;72;7;0;0;0;0;0;1;3;1;0;0;0;0;1;1;0;0;;
72093;Cormes;52;72;25;1;1;0;0;0;3;8;7;1;1;0;0;0;1;0;2;;
72094;Coudrecieux;52;72;22;1;0;0;0;0;2;4;5;1;0;1;0;3;2;1;2;;
72095;Coulaines;52;72;226;1;2;0;1;0;14;25;42;5;7;1;13;11;36;44;24;;
72096;Coulans-sur-Gée;52;72;58;2;3;0;3;0;3;8;7;1;3;1;4;2;8;4;9;;
72097;Coulombiers;52;72;11;1;0;0;0;0;1;3;2;2;1;0;0;0;0;0;1;;
72098;Coulongé;52;72;16;2;0;0;0;0;1;3;1;0;1;2;0;0;2;0;4;;
72099;Courceboeufs;52;72;25;3;1;0;0;0;0;5;1;2;0;1;1;0;4;1;6;;
72100;Courcelles-la-Forêt;52;72;10;0;0;0;0;0;0;4;4;0;0;0;0;0;1;0;1;;
72101;Courcemont;52;72;16;0;1;0;0;0;1;7;0;0;1;0;0;0;2;0;4;;
72102;Courcival;52;72;4;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;;
72103;Courdemanche;52;72;32;0;1;0;0;0;3;7;5;0;0;2;0;1;5;6;2;;
72104;Courgains;52;72;21;1;2;0;0;0;3;3;5;1;1;0;0;1;2;0;2;;
72105;Courgenard;52;72;17;0;0;0;0;0;1;3;2;2;1;0;0;1;5;0;2;;
72106;Courtillers;52;72;15;1;0;0;0;0;2;4;4;1;0;0;0;0;2;1;0;;
72107;Crannes-en-Champagne;52;72;7;0;0;0;0;0;0;1;0;1;2;1;0;0;1;0;1;;
72108;Cré;52;72;27;0;0;0;1;0;1;10;3;1;0;1;1;2;3;1;3;;
72109;Crissé;52;72;13;1;1;0;0;0;1;5;1;0;1;0;0;0;2;0;1;;
72110;Crosmières;52;72;22;0;2;0;0;0;1;2;5;0;2;1;0;1;1;4;3;;
72111;Cures;52;72;12;0;0;0;0;0;0;3;3;0;0;0;0;1;2;2;1;;
72112;Dangeul;52;72;20;1;0;0;0;0;1;3;4;1;2;0;0;0;3;1;4;;
72113;Degré;52;72;25;1;0;0;0;0;1;3;4;0;0;2;1;4;4;2;3;;
72114;Dehault;52;72;6;0;0;0;0;0;0;3;1;0;0;0;1;0;1;0;0;;
72115;Dissay-sous-Courcillon;52;72;60;3;1;0;1;0;6;17;7;1;5;2;1;5;7;2;2;;
72116;Dissé-sous-Ballon;52;72;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;
72117;Dissé-sous-le-Lude;52;72;17;0;1;0;0;0;1;4;2;0;1;2;0;0;4;0;2;;
72118;Dollon;52;72;53;2;2;0;0;0;2;8;8;2;2;3;0;2;9;6;7;;
72119;Domfront-en-Champagne;52;72;33;0;1;0;0;0;3;12;5;0;2;0;0;1;3;4;2;;
72120;Doucelles;52;72;6;0;0;0;0;0;2;2;1;0;0;0;1;0;0;0;0;;
72121;Douillet;52;72;11;3;0;0;0;0;1;1;0;0;0;0;0;3;0;1;2;;
72122;Duneau;52;72;29;2;0;0;0;0;1;9;5;3;0;0;0;1;5;2;1;;
72123;Dureil;52;72;5;0;0;0;0;0;0;0;2;0;1;0;1;0;0;0;1;;
72124;Écommoy;52;72;222;0;6;0;1;0;11;22;51;10;15;6;15;8;25;28;24;;
72125;Écorpain;52;72;16;6;0;0;0;0;1;2;2;0;1;0;1;0;1;0;2;;
72126;Épineu-le-Chevreuil;52;72;10;1;0;0;0;0;1;3;1;0;1;0;0;1;1;1;0;;
72127;Étival-lès-le-Mans;52;72;46;0;1;0;0;0;4;6;9;3;2;2;6;2;1;6;4;;
72128;Évaillé;52;72;15;0;1;0;0;0;1;0;4;1;1;1;0;1;2;0;3;;
72129;Fatines;52;72;18;0;0;0;0;0;1;5;2;2;3;0;3;1;1;0;0;;
72130;Fay;52;72;15;0;1;0;0;0;0;1;6;1;1;1;0;1;2;0;1;;
72131;Fercé-sur-Sarthe;52;72;19;2;0;0;0;0;1;6;3;0;1;0;0;1;2;1;2;;
72132;La Ferté-Bernard;52;72;596;2;11;0;10;2;36;28;151;12;48;10;51;28;88;75;44;;
72133;Fillé;52;72;51;2;2;0;0;0;4;7;8;1;4;5;1;1;7;6;3;;
72134;Flée;52;72;14;0;0;0;0;0;0;3;1;1;1;0;0;2;4;0;2;;
72135;La Fontaine-Saint-Martin;52;72;21;0;0;0;0;0;0;4;2;0;3;0;3;1;4;0;4;;
72136;Fontenay-sur-Vègre;52;72;15;1;0;0;0;0;1;4;1;2;1;1;2;0;1;0;1;;
72137;La Fresnaye-sur-Chédouet;52;72;26;0;1;0;0;0;1;3;6;0;2;0;2;0;4;6;1;;
72138;Fresnay-sur-Sarthe;52;72;135;1;7;0;0;0;4;9;25;1;13;4;12;9;15;24;11;;
72139;Fyé;52;72;49;0;2;0;0;0;4;12;9;2;5;1;1;2;3;6;2;;
72141;Gesnes-le-Gandelin;52;72;34;1;1;0;0;0;1;7;2;0;2;1;1;0;10;2;6;;
72142;Grandchamp;52;72;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
72143;Le Grand-Lucé;52;72;125;0;3;0;0;0;4;10;22;5;11;2;8;6;18;24;12;;
72144;Gréez-sur-Roc;52;72;10;0;1;0;0;0;1;0;3;0;1;0;0;0;1;1;2;;
72145;Le Grez;52;72;8;1;0;0;0;0;1;0;1;1;1;1;0;0;1;0;1;;
72146;Guécélard;52;72;102;0;2;0;1;0;0;20;29;4;9;1;4;2;9;8;13;;
72147;La Guierche;52;72;30;1;1;0;0;0;3;9;8;0;1;1;1;1;0;0;4;;
72148;Jauzé;52;72;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;
72149;Joué-en-Charnie;52;72;24;3;0;0;1;0;3;4;7;0;3;0;1;0;2;0;0;;
72150;Joué-l'Abbé;52;72;51;1;0;0;0;1;4;12;10;2;2;1;2;0;6;6;4;;
72151;Juigné-sur-Sarthe;52;72;29;0;0;0;0;0;1;6;8;2;1;0;0;4;3;2;2;;
72152;Juillé;52;72;14;1;0;0;0;0;1;4;5;0;0;0;0;0;1;1;1;;
72153;Jupilles;52;72;28;0;2;0;0;0;4;5;3;0;3;1;0;0;5;2;3;;
72154;La Flèche;52;72;865;11;20;0;7;1;41;63;234;22;53;10;61;45;120;98;79;;
72155;Laigné-en-Belin;52;72;92;0;2;0;0;1;5;14;19;5;4;0;5;6;13;9;9;;
72156;Lamnay;52;72;28;0;1;0;1;0;4;4;6;3;2;0;0;2;3;0;2;;
72157;Lavardin;52;72;14;1;0;0;0;0;1;2;4;0;2;0;1;0;2;0;1;;
72158;Lavaré;52;72;23;1;0;0;0;0;2;2;2;1;1;2;3;2;4;1;2;;
72159;Lavenay;52;72;12;0;0;0;0;0;0;2;3;0;5;0;0;0;2;0;0;;
72160;Lavernat;52;72;25;0;0;0;1;0;0;3;5;0;5;0;1;0;4;1;5;;
72161;Lhomme;52;72;25;0;1;0;0;0;0;10;6;0;2;0;0;0;2;0;4;;
72162;Lignières-la-Carelle;52;72;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;;
72163;Ligron;52;72;16;0;0;0;0;1;0;6;3;0;1;0;0;0;0;3;2;;
72164;Livet-en-Saosnois;52;72;4;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;;
72165;Lombron;52;72;52;1;3;0;1;0;1;17;6;0;1;1;1;1;7;5;7;;
72166;Longnes;52;72;11;0;0;0;0;0;0;3;5;0;2;0;0;0;0;0;1;;
72167;Louailles;52;72;23;1;0;0;0;0;0;6;4;2;2;1;2;1;4;0;0;;
72168;Loué;52;72;110;4;4;0;3;0;5;11;19;5;10;3;9;4;7;18;8;;
72169;Louplande;52;72;34;0;1;0;0;0;0;11;7;1;2;1;0;2;3;3;3;;
72170;Louvigny;52;72;7;0;0;0;0;0;1;2;1;0;0;0;0;1;2;0;0;;
72171;Louzes;52;72;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;;
72172;Le Luart;52;72;57;1;1;0;0;0;2;14;12;1;4;0;1;3;2;10;6;;
72173;Luceau;52;72;71;3;0;0;1;1;8;10;21;1;4;0;6;4;3;4;5;;
72174;Lucé-sous-Ballon;52;72;4;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;;
72175;Luché-Pringé;52;72;63;2;5;0;1;0;2;9;17;1;4;1;4;2;1;7;7;;
72176;Le Lude;52;72;228;2;7;0;3;1;13;25;56;5;20;3;15;4;20;27;27;;
72177;Maigné;52;72;11;1;0;0;0;0;2;2;2;0;1;0;0;0;2;1;0;;
72178;Maisoncelles;52;72;7;0;0;0;0;0;0;5;1;0;0;0;0;0;1;0;0;;
72179;Malicorne-sur-Sarthe;52;72;88;3;2;0;0;0;7;12;19;3;10;0;7;1;6;8;10;;
72180;Mamers;52;72;331;5;11;0;2;2;15;38;71;5;19;6;22;13;46;51;25;;
72181;Le Mans;52;72;8547;80;125;0;24;15;227;549;1947;151;571;295;545;436;1422;1399;761;;
72182;Mansigné;52;72;66;0;1;0;1;0;3;13;15;1;3;1;2;7;5;4;10;;
72183;Marçon;52;72;43;1;2;0;0;0;5;9;4;1;4;1;0;1;7;2;6;;
72184;Mareil-en-Champagne;52;72;17;0;0;0;0;0;0;0;4;0;2;0;1;2;5;0;3;;
72185;Mareil-sur-Loir;52;72;17;0;1;0;0;0;2;0;4;1;1;0;0;0;2;1;5;;
72186;Maresché;52;72;37;0;0;0;0;0;3;9;10;0;1;2;1;1;4;3;3;;
72187;Marigné-Laillé;52;72;59;1;1;0;0;0;8;13;12;2;4;1;0;0;7;2;8;;
72188;Marollette;52;72;4;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;;
72189;Marolles-les-Braults;52;72;93;2;5;0;1;2;1;9;19;6;8;0;7;3;10;9;11;;
72190;Marolles-lès-Saint-Calais;52;72;12;0;0;0;0;0;1;2;1;0;1;1;1;0;4;0;1;;
72191;Mayet;52;72;146;7;4;0;0;2;11;22;28;4;7;2;7;3;14;22;13;;
72192;Les Mées;52;72;3;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;;
72193;Melleray;52;72;16;0;1;0;0;0;1;3;5;0;1;0;0;2;2;1;0;;
72194;Meurcé;52;72;7;2;0;0;0;0;0;2;0;0;1;0;0;0;1;1;0;;
72195;Mézeray;52;72;47;4;1;0;0;0;3;10;10;2;1;0;1;1;4;4;6;;
72196;Mézières-sur-Ponthouin;52;72;19;1;1;0;0;0;2;4;5;0;1;1;0;0;0;0;4;;
72197;Mézières-sous-Lavardin;52;72;26;1;0;0;1;0;1;4;5;3;3;1;0;1;4;1;1;;
