CODGEO;LIBGEO;REG;DEP;E14A17;DE14A17;C114A17;C214A17;C314A17;C414A17;C514A17;FZ14A17;GZ14A17;HZ14A17;IZ14A17;JZ14A17;KZ14A17;LZ14A17;MN14A17;OQ14A17;RU14A17;;
29119;Lanrivoaré;53;29;44;1;1;0;0;0;1;6;9;1;3;0;0;2;8;5;7;;
29120;Lanvéoc;53;29;84;1;2;0;1;0;3;18;11;2;9;0;0;4;12;13;8;;
29122;Laz;53;29;27;1;3;0;0;0;2;4;3;0;4;1;0;1;5;1;2;;
29123;Lennon;53;29;25;2;0;0;0;0;1;5;6;0;1;0;0;0;4;2;4;;
29124;Lesneven;53;29;457;2;9;0;1;0;18;52;137;6;27;5;16;18;49;77;40;;
29125;Leuhan;53;29;34;1;2;0;0;0;3;7;3;1;3;1;1;2;7;1;2;;
29126;Loc-Brévalaire;53;29;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;
29127;Loc-Eguiner-Saint-Thégonnec;53;29;9;1;0;0;0;0;0;3;0;0;0;0;0;1;2;1;1;;
29128;Loc-Eguiner;53;29;10;1;0;0;0;0;0;3;2;0;1;0;0;0;0;0;3;;
29129;Locmaria-Berrien;53;29;13;0;2;0;0;0;1;2;1;0;1;0;0;0;3;1;2;;
29130;Locmaria-Plouzané;53;29;167;1;3;0;1;0;12;33;27;5;13;3;5;4;17;31;12;;
29131;Locmélar;53;29;14;2;1;0;0;0;0;2;4;0;1;0;1;0;1;1;1;;
29132;Locquénolé;53;29;22;0;0;0;1;0;1;5;3;0;5;0;0;0;3;2;2;;
29133;Locquirec;53;29;83;0;1;0;1;1;1;12;15;3;17;3;0;7;9;7;6;;
29134;Locronan;53;29;87;0;7;0;1;0;9;7;28;3;15;1;3;4;3;2;4;;
29135;Loctudy;53;29;227;2;6;0;1;2;10;25;38;4;33;1;10;9;30;37;19;;
29136;Locunolé;53;29;51;1;0;0;0;0;5;11;10;1;6;2;1;0;5;4;5;;
29137;Logonna-Daoulas;53;29;70;0;1;0;1;0;1;11;7;1;7;3;2;3;18;9;6;;
29139;Lopérec;53;29;32;1;0;0;0;0;2;2;5;0;6;5;0;0;4;4;3;;
29140;Loperhet;53;29;164;0;4;0;0;1;5;30;28;9;7;4;4;4;31;25;12;;
29141;Loqueffret;53;29;23;2;2;0;0;0;2;6;3;1;2;0;0;0;1;1;3;;
29142;Lothey;53;29;18;3;1;0;0;0;3;1;2;2;0;0;0;0;3;2;1;;
29143;Mahalon;53;29;42;3;1;0;0;0;2;13;4;2;5;0;0;2;2;6;2;;
29144;La Martyre;53;29;23;1;1;0;0;0;3;8;2;2;2;0;0;0;3;0;1;;
29145;Confort-Meilars;53;29;32;0;1;0;0;0;2;6;11;3;3;2;0;2;0;0;2;;
29146;Melgven;53;29;146;2;3;0;0;0;7;27;33;5;9;1;6;3;19;19;12;;
29147;Mellac;53;29;200;3;6;0;3;1;12;22;61;4;10;2;8;7;27;24;10;;
29148;Mespaul;53;29;43;4;1;0;0;0;2;5;5;4;1;1;1;5;10;2;2;;
29149;Milizac;53;29;154;13;4;0;0;0;7;37;23;8;12;0;3;5;19;16;7;;
29150;Moëlan-sur-Mer;53;29;361;1;8;0;1;0;16;51;67;8;39;7;10;6;43;71;33;;
29151;Morlaix;53;29;1232;13;23;0;2;3;36;98;316;25;101;28;62;44;173;213;95;;
29152;Motreff;53;29;23;1;1;0;0;0;3;5;0;2;6;0;0;3;1;0;1;;
29153;Névez;53;29;182;1;1;0;0;0;5;37;28;1;31;1;3;7;19;27;21;;
29155;Ouessant;53;29;79;2;1;0;0;0;4;8;14;6;16;0;3;2;11;7;5;;
29156;Pencran;53;29;39;0;2;0;1;0;3;10;6;2;1;0;3;2;5;3;1;;
29158;Penmarch;53;29;284;1;16;0;0;3;13;36;50;6;39;5;11;14;25;47;18;;
29159;Peumerit;53;29;27;2;0;0;0;0;4;6;4;0;3;1;1;0;3;2;1;;
29160;Plabennec;53;29;425;3;8;0;2;1;26;96;76;24;16;9;24;12;54;46;28;;
29161;Pleuven;53;29;166;2;4;0;2;0;7;33;34;2;12;4;3;2;30;20;11;;
29162;Pleyben;53;29;212;2;9;0;0;0;13;29;51;7;15;0;7;11;21;25;22;;
29163;Pleyber-Christ;53;29;155;6;3;0;0;1;8;24;31;11;9;2;7;6;19;19;9;;
29165;Plobannalec-Lesconil;53;29;169;1;10;0;0;3;6;28;19;5;19;3;9;4;22;24;16;;
29166;Ploéven;53;29;18;0;1;0;0;0;0;6;1;0;2;0;0;2;3;0;3;;
29167;Plogastel-Saint-Germain;53;29;94;2;3;0;0;0;4;19;15;1;7;2;2;3;10;15;11;;
29168;Plogoff;53;29;79;0;6;0;0;0;1;10;14;1;20;1;1;3;4;14;4;;
29169;Plogonnec;53;29;119;1;3;0;0;0;6;24;23;4;8;0;3;3;12;23;9;;
29170;Plomelin;53;29;190;1;5;0;1;0;14;35;30;7;10;4;10;7;24;29;13;;
29171;Plomeur;53;29;214;2;5;0;0;0;5;54;29;6;19;3;5;9;39;21;17;;
29172;Plomodiern;53;29;118;1;4;0;3;0;8;16;17;4;21;0;3;2;9;18;12;;
29173;Plonéis;53;29;79;2;1;0;0;1;6;21;9;6;2;4;1;4;8;10;4;;
29174;Plonéour-Lanvern;53;29;345;3;13;0;1;1;22;70;68;10;20;4;6;14;35;47;31;;
29175;Plonévez-du-Faou;53;29;119;2;3;0;2;0;7;20;24;4;7;1;3;5;15;16;10;;
29176;Plonévez-Porzay;53;29;129;1;4;0;0;0;3;16;20;4;23;3;2;11;16;16;10;;
29177;Plouarzel;53;29;153;4;1;0;0;0;4;29;13;6;12;3;5;9;22;23;22;;
29178;Ploudalmézeau;53;29;277;6;9;0;1;0;8;34;57;9;19;3;9;7;42;48;25;;
29179;Ploudaniel;53;29;221;4;7;0;1;0;14;45;42;12;11;3;11;4;36;21;10;;
29180;Ploudiry;53;29;32;3;0;0;0;0;1;6;3;0;2;1;0;1;4;10;1;;
29181;Plouédern;53;29;187;9;3;0;2;0;14;45;30;13;4;1;20;5;23;11;7;;
29182;Plouégat-Guérand;53;29;47;0;2;0;0;0;5;11;8;0;4;1;0;0;5;7;4;;
29183;Plouégat-Moysan;53;29;22;0;1;0;0;0;1;6;3;0;4;1;0;2;3;1;0;;
29184;Plouénan;53;29;117;5;6;0;1;0;8;18;16;7;9;1;3;5;13;16;9;;
29185;Plouescat;53;29;209;2;8;0;0;0;4;22;52;7;23;1;10;10;21;29;20;;
29186;Plouezoc'h;53;29;66;1;1;0;1;0;4;8;10;4;7;4;1;2;11;4;8;;
29187;Plougar;53;29;24;2;0;0;0;1;2;3;5;1;1;1;3;1;3;1;0;;
29188;Plougasnou;53;29;195;1;5;0;0;1;9;18;36;7;28;3;6;16;23;28;14;;
29189;Plougastel-Daoulas;53;29;579;9;8;0;1;2;27;72;99;14;36;17;31;24;93;90;56;;
29190;Plougonvelin;53;29;195;2;4;0;0;0;6;30;26;9;21;9;8;8;28;26;18;;
29191;Plougonven;53;29;114;4;2;0;0;0;3;27;19;4;8;3;2;1;18;14;9;;
29192;Plougoulm;53;29;82;5;1;0;0;0;3;15;19;3;5;2;4;1;15;2;7;;
29193;Plougourvest;53;29;32;2;0;0;0;0;3;6;6;1;3;0;1;2;4;3;1;;
29195;Plouguerneau;53;29;261;2;4;0;1;0;15;34;38;9;27;5;8;18;38;38;24;;
29196;Plouguin;53;29;73;3;4;0;0;0;2;19;8;1;4;1;2;1;14;11;3;;
29197;Plouhinec;53;29;163;3;2;0;0;0;6;27;30;9;17;3;1;4;15;30;16;;
29198;Plouider;53;29;74;3;1;0;0;0;1;17;7;1;5;1;3;2;8;15;10;;
29199;Plouigneau;53;29;231;6;8;0;0;1;10;34;56;10;13;4;10;3;28;28;20;;
29201;Ploumoguer;53;29;76;3;1;0;0;0;4;12;12;2;8;0;1;8;9;11;5;;
29202;Plounéour-Ménez;53;29;61;4;2;0;0;0;3;10;8;3;6;5;0;1;7;7;5;;
29203;Plounéour-Trez;53;29;63;5;0;0;0;0;3;8;10;4;12;0;0;0;7;11;3;;
29204;Plounéventer;53;29;62;3;1;0;0;0;0;14;8;4;3;0;2;6;10;7;4;;
29205;Plounévézel;53;29;37;0;1;0;0;0;1;8;10;1;3;0;1;1;3;1;7;;
29206;Plounévez-Lochrist;53;29;105;7;2;0;0;0;3;20;15;4;6;0;5;3;18;14;8;;
29207;Plourin-lès-Morlaix;53;29;142;2;3;0;0;0;2;20;30;8;8;5;6;5;17;25;11;;
29208;Plourin;53;29;56;6;0;0;0;0;4;12;8;2;3;0;0;3;9;4;5;;
29209;Plouvien;53;29;105;9;2;0;0;0;4;21;10;5;5;0;5;9;11;14;10;;
29210;Plouvorn;53;29;123;5;6;0;1;0;3;24;24;5;9;0;6;6;12;17;5;;
29211;Plouyé;53;29;29;1;0;0;0;0;0;5;5;0;6;0;1;4;5;0;2;;
29212;Plouzané;53;29;368;2;7;0;6;0;16;50;59;6;17;25;14;10;65;65;26;;
29213;Plouzévédé;53;29;86;6;2;0;0;0;1;13;15;3;8;1;3;3;12;14;5;;
29214;Plovan;53;29;39;1;1;0;0;0;0;7;6;1;5;0;2;1;6;5;4;;
29215;Plozévet;53;29;152;3;6;0;1;0;11;33;26;3;13;2;4;1;20;19;10;;
29216;Pluguffan;53;29;200;4;3;0;2;1;4;52;33;8;10;5;9;6;25;25;13;;
29217;Pont-Aven;53;29;279;3;11;0;0;0;7;20;86;6;36;6;16;9;24;26;29;;
29218;Pont-Croix;53;29;114;1;3;0;0;0;3;14;19;3;9;1;7;1;16;30;7;;
29219;Le Ponthou;53;29;10;0;0;0;0;0;0;4;1;0;1;0;0;0;4;0;0;;
29220;Pont-l'Abbé;53;29;712;7;17;0;0;3;24;74;192;10;47;8;32;35;73;127;63;;
29221;Porspoder;53;29;94;2;1;0;0;1;3;20;4;1;11;5;5;3;15;15;8;;
29222;Port-Launay;53;29;36;0;1;0;0;0;2;6;8;0;5;1;1;0;6;4;2;;
29224;Pouldergat;53;29;38;2;0;0;0;0;2;6;7;1;2;0;1;0;6;7;4;;
29225;Pouldreuzic;53;29;97;1;6;0;0;0;6;20;12;3;11;0;5;4;7;14;8;;
29226;Poullan-sur-Mer;53;29;64;3;1;0;0;1;2;20;7;1;7;1;1;0;6;11;3;;
29227;Poullaouen;53;29;74;1;0;0;0;0;5;15;17;8;5;0;1;8;4;6;4;;
29228;Primelin;53;29;19;0;0;0;0;0;0;4;3;2;2;0;0;0;3;3;2;;
29229;Quéménéven;53;29;38;1;1;0;0;0;0;11;7;0;2;0;1;3;9;2;1;;
29230;Querrien;53;29;78;1;3;0;0;1;2;18;14;2;5;6;1;1;7;8;9;;
29232;Quimper;53;29;5071;63;92;0;29;5;149;528;1262;74;338;107;317;227;779;763;338;;
29233;Quimperlé;53;29;877;12;14;0;5;3;37;91;208;15;63;11;41;30;114;162;71;;
29234;Rédené;53;29;117;0;2;0;2;1;14;24;24;7;6;0;4;2;16;11;4;;
29235;Le Relecq-Kerhuon;53;29;437;1;6;0;1;0;11;46;61;8;22;13;39;20;84;86;39;;
29236;Riec-sur-Bélon;53;29;253;5;9;0;3;0;18;40;43;9;18;4;4;11;36;37;16;;
29237;La Roche-Maurice;53;29;67;0;1;0;1;0;3;18;10;4;6;0;2;1;10;6;5;;
29238;Roscanvel;53;29;19;0;0;0;0;0;0;4;0;1;1;1;0;0;6;4;2;;
29239;Roscoff;53;29;255;2;10;0;0;0;7;8;59;14;50;4;12;15;33;26;15;;
29240;Rosnoën;53;29;44;2;1;0;0;1;1;13;5;2;4;3;0;3;6;2;1;;
29241;Rosporden;53;29;382;1;17;0;0;0;15;55;97;12;22;6;15;19;45;52;26;;
29243;Saint-Coulitz;53;29;11;2;0;0;0;0;0;1;0;1;1;0;0;2;3;0;1;;
29244;Saint-Derrien;53;29;18;0;0;0;0;0;1;3;3;1;3;0;0;2;3;2;0;;
29245;Saint-Divy;53;29;60;3;3;0;2;0;2;11;4;5;2;1;0;2;5;14;6;;
29246;Saint-Eloy;53;29;12;0;0;0;0;0;1;0;4;0;1;0;1;1;1;2;1;;
29247;Saint-Évarzec;53;29;299;6;10;0;9;1;23;49;49;18;13;4;28;8;47;24;10;;
29248;Saint-Frégant;53;29;15;1;0;0;0;0;2;5;0;0;3;0;0;1;1;1;1;;
29249;Saint-Goazec;53;29;25;2;1;0;0;0;2;4;6;2;1;1;0;2;1;3;0;;
29250;Saint-Hernin;53;29;32;2;2;0;0;0;1;10;5;0;2;1;0;1;2;1;5;;
29251;Saint-Jean-du-Doigt;53;29;33;0;0;0;0;0;1;8;3;0;5;1;0;2;12;1;0;;
29252;Saint-Jean-Trolimon;53;29;40;0;2;0;0;0;1;14;4;1;4;0;0;2;5;4;3;;
29254;Saint-Martin-des-Champs;53;29;437;6;10;0;2;1;23;32;159;10;24;14;21;16;48;38;33;;
29255;Saint-Méen;53;29;22;0;0;0;0;0;1;3;4;0;2;0;1;3;4;1;3;;
29256;Saint-Nic;53;29;46;1;1;0;0;0;2;6;4;3;16;0;1;2;2;5;3;;
29257;Saint-Pabu;53;29;71;1;3;0;1;1;2;13;13;3;8;0;0;1;11;7;7;;
29259;Saint-Pol-de-Léon;53;29;538;7;9;0;0;1;13;44;147;17;53;5;32;20;69;79;42;;
29260;Saint-Renan;53;29;408;8;10;0;1;2;13;50;92;6;19;12;20;12;62;74;27;;
29261;Saint-Rivoal;53;29;10;0;0;0;0;0;1;1;2;0;1;0;0;2;3;0;0;;
29262;Saint-Sauveur;53;29;21;2;2;0;0;0;1;4;3;1;1;0;0;3;1;3;0;;
29263;Saint-Ségal;53;29;36;0;0;0;0;0;4;9;12;0;1;0;1;2;1;3;3;;
29264;Saint-Servais;53;29;27;1;0;0;0;0;3;6;3;0;3;0;1;2;4;2;2;;
29265;Sainte-Sève;53;29;58;2;0;0;1;0;8;13;11;2;1;0;6;2;6;5;1;;
29266;Saint-Thégonnec;53;29;109;10;5;0;0;0;5;15;14;4;10;1;4;8;9;10;14;;
29267;Saint-Thois;53;29;32;1;0;0;0;0;2;5;7;1;1;2;0;3;3;3;4;;
29268;Saint-Thonan;53;29;67;1;2;0;0;0;7;8;10;5;3;3;6;1;14;5;2;;
29269;Saint-Thurien;53;29;40;1;3;0;0;0;1;8;9;1;6;0;1;2;2;4;2;;
29270;Saint-Urbain;53;29;46;1;0;0;0;0;0;11;4;2;3;1;1;1;10;8;4;;
29271;Saint-Vougay;53;29;31;1;1;0;0;0;4;5;3;3;2;0;2;1;3;3;3;;
29272;Saint-Yvi;53;29;126;3;2;0;1;0;8;28;17;6;9;3;3;5;22;14;5;;
29273;Santec;53;29;97;0;2;0;0;0;3;12;18;3;12;1;0;6;20;13;7;;
29274;Scaër;53;29;244;7;5;0;0;0;11;37;54;6;20;3;7;9;33;27;25;;
29275;Scrignac;53;29;35;1;1;0;0;0;2;8;7;1;5;1;0;0;5;3;1;;
29276;Sibiril;53;29;43;2;0;0;2;0;1;9;9;1;5;1;0;0;6;5;2;;
29277;Sizun;53;29;117;0;5;0;1;0;7;21;13;6;13;2;5;6;14;14;10;;
29278;Spézet;53;29;83;4;2;0;1;0;3;21;14;3;10;3;0;2;8;6;6;;
29279;Taulé;53;29;151;7;4;0;0;0;4;21;28;6;7;2;8;7;26;18;13;;
29280;Telgruc-sur-Mer;53;29;109;1;2;0;0;0;5;19;22;2;10;2;4;4;15;17;6;;
29281;Tourch;53;29;29;1;4;0;0;0;1;5;4;2;2;0;0;3;4;2;1;;
29282;Trébabu;53;29;11;1;0;0;0;0;1;0;1;4;2;1;0;0;1;0;0;;
29284;Treffiagat;53;29;81;0;1;0;0;2;3;14;17;3;12;1;3;4;6;10;5;;
29285;Tréflaouénan;53;29;18;0;0;0;0;0;1;3;7;1;1;0;1;0;4;0;0;;
29286;Tréflévénez;53;29;12;0;0;0;2;0;2;2;2;0;0;0;1;1;0;0;2;;
29287;Tréflez;53;29;39;1;0;0;0;0;1;10;5;2;3;0;2;3;6;2;4;;
29288;Trégarantec;53;29;9;0;0;0;0;0;0;6;1;1;0;0;1;0;0;0;0;;
29289;Trégarvan;53;29;7;0;0;0;0;0;0;2;1;0;2;0;0;1;0;1;0;;
29290;Tréglonou;53;29;20;2;1;0;0;0;1;4;0;3;5;0;0;0;2;0;2;;
29291;Trégourez;53;29;45;1;1;0;1;0;3;11;7;2;4;2;0;0;2;6;5;;
29292;Tréguennec;53;29;14;0;1;0;0;0;0;2;2;1;2;0;0;1;2;3;0;;
29293;Trégunc;53;29;358;2;11;0;1;2;17;53;56;6;36;5;12;17;53;50;37;;
29294;Le Tréhou;53;29;24;1;0;0;0;0;1;11;3;0;1;1;0;0;3;0;3;;
29295;Trémaouézan;53;29;11;0;0;0;0;0;0;4;1;1;1;0;0;0;1;2;1;;
29296;Tréméoc;53;29;49;2;1;0;0;0;2;10;5;3;4;3;1;0;10;5;3;;
29297;Tréméven;53;29;60;1;3;0;0;0;2;14;11;2;3;0;1;2;5;8;8;;
29298;Tréogat;53;29;22;0;2;0;0;0;0;6;5;0;3;3;0;0;1;1;1;;
29299;Tréouergat;53;29;12;0;0;0;0;0;0;3;1;1;1;0;0;0;5;0;1;;
29300;Le Trévoux;53;29;46;0;3;0;0;0;3;10;7;4;2;1;1;1;3;4;7;;
29301;Trézilidé;53;29;8;1;0;0;0;0;1;0;1;0;1;0;0;1;2;0;1;;
29302;Pont-de-Buis-lès-Quimerch;53;29;154;0;5;0;1;0;5;25;31;8;15;1;4;5;18;22;14;;
2A001;Afa;94;2A;258;2;5;0;2;0;13;62;58;10;9;7;9;8;42;22;9;;
2A004;Ajaccio;94;2A;6328;39;109;0;7;4;176;744;1457;136;530;178;189;385;991;906;477;;
2A006;Alata;94;2A;249;4;8;0;1;1;10;78;45;7;12;5;3;13;29;20;13;;
2A008;Albitreccia;94;2A;126;0;1;0;0;0;3;31;23;4;15;2;5;9;15;11;7;;
2A011;Altagène;94;2A;4;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;;
2A014;Ambiegna;94;2A;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;
2A017;Appietto;94;2A;113;1;3;0;1;1;4;33;15;2;10;0;0;5;20;12;6;;
2A018;Arbellara;94;2A;12;0;0;0;0;0;0;2;4;0;2;0;0;1;2;1;0;;
2A019;Arbori;94;2A;5;0;0;0;0;0;0;3;0;0;1;0;0;0;1;0;0;;
2A021;Argiusta-Moriccio;94;2A;10;0;0;0;0;0;0;0;1;0;1;0;0;1;0;7;0;;
2A022;Arro;94;2A;4;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2;;
2A024;Aullène;94;2A;13;0;0;0;0;0;0;5;3;1;1;0;0;2;1;0;0;;
2A026;Azilone-Ampaza;94;2A;9;1;1;0;0;0;0;3;0;0;1;1;0;0;1;1;0;;
2A027;Azzana;94;2A;4;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;;
2A028;Balogna;94;2A;11;0;0;0;0;0;0;2;1;1;2;0;0;0;3;1;1;;
2A031;Bastelica;94;2A;65;0;5;0;0;0;3;9;8;3;14;1;1;1;10;5;5;;
2A032;Bastelicaccia;94;2A;291;4;9;0;0;0;12;68;45;7;15;12;1;12;50;40;16;;
2A035;Belvédère-Campomoro;94;2A;33;0;1;0;0;0;1;2;3;3;14;0;0;2;4;1;2;;
2A038;Bilia;94;2A;6;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;2;;
2A040;Bocognano;94;2A;42;1;3;0;0;0;2;8;2;5;7;2;0;5;5;1;1;;
2A041;Bonifacio;94;2A;681;5;9;0;0;0;16;72;170;37;162;0;11;58;74;31;36;;
2A048;Calcatoggio;94;2A;89;0;2;0;0;0;3;13;14;2;16;2;3;10;10;11;3;;
2A056;Campo;94;2A;7;0;0;0;0;0;0;0;0;1;2;0;0;2;1;0;1;;
2A060;Cannelle;94;2A;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;;
2A061;Carbini;94;2A;6;0;0;0;0;0;0;1;1;0;1;0;0;1;1;1;0;;
2A062;Carbuccia;94;2A;26;0;1;0;0;0;1;5;3;1;4;2;0;1;5;1;2;;
2A064;Cardo-Torgia;94;2A;4;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1;0;;
2A065;Cargèse;94;2A;187;3;5;0;0;0;4;23;37;8;41;0;4;18;17;18;9;;
2A066;Cargiaca;94;2A;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;
2A070;Casaglione;94;2A;55;0;0;0;0;0;1;9;7;0;17;0;0;5;5;7;4;;
2A071;Casalabriva;94;2A;20;1;1;0;0;0;0;4;6;0;3;0;0;2;2;0;1;;
2A085;Cauro;94;2A;113;0;2;0;1;0;5;27;16;4;9;4;1;6;20;9;9;;
2A089;Ciamannacce;94;2A;9;0;1;0;0;0;0;2;1;1;2;0;0;0;0;0;2;;
2A090;Coggia;94;2A;79;2;2;0;0;0;11;11;14;2;10;4;1;4;8;5;5;;
2A091;Cognocoli-Monticchi;94;2A;10;1;0;0;0;0;0;1;2;0;1;0;0;0;4;0;1;;
2A092;Conca;94;2A;97;0;1;0;0;0;2;20;10;2;32;3;0;8;13;2;4;;
2A094;Corrano;94;2A;3;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;;
2A098;Coti-Chiavari;94;2A;95;1;0;0;0;0;4;18;7;0;27;1;1;9;18;4;5;;
2A099;Cozzano;94;2A;30;0;6;0;0;0;0;6;5;0;3;0;0;1;0;9;0;;
2A100;Cristinacce;94;2A;5;0;0;0;0;0;0;0;0;0;1;0;0;1;2;1;0;;
2A103;Cuttoli-Corticchiato;94;2A;135;0;3;0;1;0;6;47;15;7;7;4;5;4;16;13;7;;
2A104;Eccica-Suarella;94;2A;63;0;1;0;0;0;1;19;6;1;5;1;1;3;17;4;4;;
2A108;Évisa;94;2A;32;1;0;0;0;0;1;5;2;2;13;0;0;4;3;1;0;;
2A114;Figari;94;2A;154;6;2;0;0;0;4;30;14;14;20;3;7;6;23;15;10;;
2A115;Foce;94;2A;5;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;2;;
2A117;Forciolo;94;2A;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;;
2A118;Fozzano;94;2A;28;0;0;0;1;0;1;6;3;3;5;0;0;2;5;1;1;;
2A119;Frasseto;94;2A;5;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;;
2A127;Giuncheto;94;2A;9;0;0;0;0;0;0;3;1;0;1;0;0;0;2;1;1;;
2A128;Granace;94;2A;7;0;1;0;0;0;1;4;1;0;0;0;0;0;0;0;0;;
2A129;Grossa;94;2A;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;
2A130;Grosseto-Prugna;94;2A;512;2;5;0;0;0;9;66;102;9;70;11;16;45;70;79;28;;
2A131;Guagno;94;2A;15;0;0;0;0;0;1;1;2;2;3;1;0;1;3;1;0;;
2A132;Guargualé;94;2A;4;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;;
2A133;Guitera-les-Bains;94;2A;13;0;2;0;0;0;0;0;2;0;4;0;0;1;4;0;0;;
2A139;Lecci;94;2A;218;1;2;0;0;0;5;53;35;3;36;0;3;24;31;15;10;;
2A141;Letia;94;2A;11;0;0;0;0;0;0;6;0;0;3;0;0;0;1;1;0;;
2A142;Levie;94;2A;80;3;1;0;0;0;3;14;15;3;14;3;0;3;4;11;6;;
2A144;Lopigna;94;2A;9;0;1;0;0;0;2;1;0;2;0;0;0;0;3;0;0;;
2A146;Loreto-di-Tallano;94;2A;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;
2A154;Marignana;94;2A;11;0;1;0;0;0;0;2;1;1;2;0;0;3;0;0;1;;
2A158;Mela;94;2A;4;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;;
2A160;Moca-Croce;94;2A;20;0;0;0;0;0;0;8;2;1;4;1;0;1;2;0;1;;
2A163;Monacia-d'Aullène;94;2A;29;1;2;0;0;0;0;6;7;1;4;0;1;0;3;2;2;;
2A174;Murzo;94;2A;14;0;0;0;0;0;1;5;1;0;3;0;0;1;2;1;0;;
2A181;Ocana;94;2A;30;2;3;0;1;0;0;7;4;0;4;0;0;0;7;2;0;;
2A186;Olivese;94;2A;12;0;2;0;0;0;0;3;3;1;1;0;0;1;1;0;0;;
2A189;Olmeto;94;2A;148;0;3;0;1;0;6;22;24;3;40;1;1;14;20;6;7;;
2A191;Olmiccia;94;2A;9;0;0;0;0;0;0;2;1;1;1;0;0;0;3;0;1;;
2A196;Orto;94;2A;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;;
2A197;Osani;94;2A;25;0;0;0;0;0;0;6;3;1;9;0;0;4;1;1;0;;
2A198;Ota;94;2A;166;0;4;0;0;0;0;7;28;8;68;0;1;21;9;11;9;;
2A200;Palneca;94;2A;8;0;1;0;0;0;0;2;1;0;3;0;0;1;0;0;0;;
2A203;Partinello;94;2A;13;0;0;0;0;0;0;3;2;1;7;0;0;0;0;0;0;;
2A204;Pastricciola;94;2A;4;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;;
2A209;Peri;94;2A;129;1;3;0;1;1;2;44;17;3;12;1;3;2;17;16;6;;
2A211;Petreto-Bicchisano;94;2A;61;0;4;0;0;0;1;12;12;2;9;0;0;6;4;5;6;;
2A212;Piana;94;2A;73;0;4;0;0;0;2;10;8;3;25;1;0;8;6;2;4;;
2A215;Pianottoli-Caldarello;94;2A;110;0;5;0;0;0;3;19;23;6;24;1;2;6;12;6;3;;
2A228;Pietrosella;94;2A;123;1;2;0;0;0;4;15;22;2;15;2;2;12;26;10;10;;
2A232;Pila-Canale;94;2A;26;0;1;0;0;0;0;7;6;1;1;4;0;3;3;0;0;;
2A240;Poggiolo;94;2A;12;1;0;0;0;0;2;4;2;0;2;0;0;0;1;0;0;;
2A247;Porto-Vecchio;94;2A;2393;14;27;0;3;1;68;473;484;39;326;31;59;185;348;195;140;;
2A249;Propriano;94;2A;603;2;11;0;0;0;18;80;158;20;77;3;21;58;73;49;33;;
2A253;Quasquara;94;2A;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;
2A254;Quenza;94;2A;37;0;0;0;0;0;0;5;3;3;11;0;0;3;4;2;6;;
2A258;Renno;94;2A;5;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;;
2A259;Rezza;94;2A;4;0;0;0;0;0;0;1;0;0;2;0;0;0;1;0;0;;
2A262;Rosazia;94;2A;15;0;0;0;0;0;0;8;1;3;1;0;0;0;2;0;0;;
2A266;Salice;94;2A;6;0;0;0;0;0;0;2;1;0;1;1;0;1;0;0;0;;
2A268;Sampolo;94;2A;4;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;;
2A269;Sari-Solenzara;94;2A;205;0;3;0;0;0;5;30;52;5;45;0;2;22;17;13;11;;
2A270;Sari-d'Orcino;94;2A;18;0;1;0;0;0;0;3;2;1;2;1;0;1;6;1;0;;
2A271;Sarrola-Carcopino;94;2A;491;14;11;0;0;1;20;119;141;20;18;1;10;16;50;44;26;;
2A272;Sartène;94;2A;418;2;14;0;0;0;15;68;83;2;71;4;6;37;56;34;26;;
2A276;Serra-di-Ferro;94;2A;104;2;5;0;0;0;0;14;13;2;27;1;3;14;13;7;3;;
2A278;Serra-di-Scopamène;94;2A;14;0;0;0;0;0;0;1;2;1;4;1;0;0;2;1;2;;
2A279;Serriera;94;2A;22;0;0;0;0;0;0;5;3;0;11;0;1;1;0;1;0;;
2A282;Soccia;94;2A;26;2;0;0;0;0;1;4;3;2;6;0;0;2;5;1;0;;
