eu_election_circle_fr,region_no,city_name,people_no,REG,total_co,fem_executive_sa,fem_manager_sa,fem_employee_sa,fem_worker_sa,avg_male_sa,male_executive_sa,male_manager_sa,male_employee_sa,male_worker_sa,fem_executive_sa_mean,fem_manager_sa_mean,fem_employee_sa_mean,fem_worker_sa_mean,avg_male_sa_mean,male_executive_sa_mean,male_manager_sa_mean,male_employee_sa_mean,male_worker_sa_mean,fem_executive_sa_min,fem_executive_sa_max,fem_executive_sa_median,fem_manager_sa_min,fem_manager_sa_max,fem_manager_sa_median,fem_employee_sa_min,fem_employee_sa_max,fem_employee_sa_median,fem_worker_sa_min,fem_worker_sa_max,fem_worker_sa_median,avg_male_sa_min,avg_male_sa_max,avg_male_sa_median,male_executive_sa_min,male_executive_sa_max,male_executive_sa_median,male_manager_sa_min,male_manager_sa_max,male_manager_sa_median,male_employee_sa_min,male_employee_sa_max,male_employee_sa_median,male_worker_sa_min,male_worker_sa_max,male_worker_sa_median
Ouest,54,Salles-sur-Mer,2022.0,54.0,114.0,20.1,13.9,10.7,10.1,16.7,27.7,15.4,10.9,11.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Surgères,6387.0,54.0,529.0,19.3,12.8,9.8,9.0,12.7,22.9,15.0,10.6,10.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Vérines,2196.0,54.0,93.0,17.6,12.4,10.5,9.8,13.6,23.7,14.6,10.7,11.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Chaniers,3447.0,54.0,179.0,18.7,13.0,10.4,9.3,13.7,25.4,14.3,11.7,10.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Matha,2010.0,54.0,209.0,23.1,12.2,10.0,8.7,11.6,19.0,14.6,10.7,10.2,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Saintes,23895.0,54.0,2286.0,19.6,13.0,10.0,9.3,13.2,24.5,14.0,10.7,10.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Saint-Georges-des-Coteaux,2579.0,54.0,213.0,16.9,14.0,10.4,9.6,13.6,22.0,14.8,11.6,10.3,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Saint-Jean-d'Angély,6722.0,54.0,668.0,19.7,13.0,9.7,8.9,12.1,23.0,13.8,10.1,10.2,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Saint-Savinien,2325.0,54.0,159.0,17.9,11.9,9.4,7.3,10.4,23.7,12.8,10.8,8.9,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Cozes,2028.0,54.0,168.0,18.1,12.5,9.7,8.7,11.1,22.2,12.8,10.4,10.2,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Gémozac,2684.0,54.0,213.0,19.1,12.0,9.8,9.4,12.3,24.0,15.7,8.0,10.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Jonzac,3257.0,54.0,477.0,18.5,12.2,9.8,8.3,11.9,24.7,14.2,10.0,9.2,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Meschers-sur-Gironde,2995.0,54.0,244.0,20.8,12.6,9.6,9.3,13.1,24.9,14.1,9.9,10.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Montendre,3075.0,54.0,263.0,20.1,12.5,9.7,8.9,12.4,24.4,15.9,10.6,10.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Pons,3903.0,54.0,374.0,17.4,12.8,9.6,9.1,11.6,19.4,14.1,10.2,10.3,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Saint-Georges-de-Didonne,4845.0,54.0,483.0,20.2,12.5,10.0,9.5,14.2,28.1,14.3,10.0,10.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Semussac,2280.0,54.0,116.0,17.5,11.8,9.8,8.2,12.0,22.9,14.8,9.9,10.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Arvert,3172.0,54.0,204.0,16.7,12.2,9.7,8.4,11.0,23.1,14.0,9.7,9.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Bourcefranc-le-Chapus,3294.0,54.0,206.0,20.8,12.4,9.5,9.4,11.9,24.2,14.6,9.5,10.3,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Dolus-d'Oléron,3234.0,54.0,328.0,18.9,11.7,9.8,8.5,12.7,27.3,15.1,10.2,10.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,La Tremblade,4671.0,54.0,500.0,17.2,13.2,9.7,7.8,12.4,23.3,14.8,10.0,10.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Le Château-d'Oléron,3886.0,54.0,351.0,17.8,12.6,9.6,9.0,12.3,28.4,13.4,9.9,11.2,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Médis,2817.0,54.0,183.0,19.7,13.1,9.6,9.7,12.9,23.8,14.4,10.3,10.9,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Saint-Agnant,2575.0,54.0,117.0,17.0,12.8,9.7,9.2,12.9,21.7,15.4,10.6,10.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Saint-Georges-d'Oléron,3452.0,54.0,350.0,17.5,13.4,9.5,9.1,12.0,28.0,14.2,10.1,10.2,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Saint-Palais-sur-Mer,3739.0,54.0,386.0,19.8,13.5,10.1,9.7,14.3,28.8,14.2,11.1,10.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Saint-Pierre-d'Oléron,6444.0,54.0,839.0,17.9,11.9,9.8,9.2,11.8,22.9,13.0,9.6,10.2,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Saint-Sulpice-de-Royan,2945.0,54.0,251.0,18.6,12.4,9.7,9.6,13.2,23.1,15.5,10.3,10.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Saujon,6905.0,54.0,547.0,17.5,12.9,9.7,8.8,12.0,23.5,14.0,10.0,10.3,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Soubise,1812.0,54.0,104.0,14.7,13.3,9.7,9.5,13.5,22.1,14.6,10.6,11.2,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Tonnay-Charente,7692.0,54.0,472.0,18.2,12.1,9.7,9.6,12.6,23.0,14.7,10.0,10.9,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,54,Vaux-sur-Mer,3720.0,54.0,380.0,21.9,12.7,10.2,9.1,15.3,30.3,15.5,10.3,10.2,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,24,Argent-sur-Sauldre,2075.0,24.0,126.0,23.8,12.5,10.1,10.0,12.8,20.2,14.8,9.8,11.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,24,Aubigny-sur-Nère,5332.0,24.0,339.0,20.9,13.0,9.9,9.4,12.9,21.8,15.0,10.4,11.2,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,24,Fussy,1932.0,24.0,89.0,18.3,13.1,10.9,10.4,14.9,25.7,15.9,12.0,11.2,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,24,Saint-Germain-du-Puy,4951.0,24.0,323.0,16.6,12.6,10.1,9.2,12.9,22.8,14.4,10.7,10.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,24,Saint-Martin-d'Auxigny,2276.0,24.0,135.0,19.5,12.6,10.2,9.9,13.5,22.3,15.2,12.8,10.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,24,Foëcy,1989.0,24.0,85.0,18.8,12.4,9.6,9.9,12.6,23.6,14.3,11.0,11.3,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,24,La Chapelle-Saint-Ursin,3330.0,24.0,133.0,18.2,12.9,10.3,9.9,14.4,24.2,15.6,9.8,11.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,24,Mehun-sur-Yèvre,6536.0,24.0,328.0,18.9,12.9,10.1,9.9,13.6,24.7,14.4,10.7,11.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,24,Méreau,2585.0,24.0,113.0,19.0,13.2,10.4,9.6,14.0,22.7,15.1,11.1,11.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,24,Saint-Doulchard,8985.0,24.0,700.0,20.4,13.9,10.5,9.3,15.9,26.1,15.2,11.3,11.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,24,Saint-Florent-sur-Cher,6414.0,24.0,300.0,19.0,13.6,10.2,9.9,12.8,22.8,14.7,10.9,11.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,24,Vierzon,26049.0,24.0,1436.0,17.7,12.2,9.8,8.9,12.2,22.6,13.9,10.0,10.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,24,Vignoux-sur-Barangeon,2033.0,24.0,91.0,19.9,12.5,10.3,9.9,13.9,25.0,15.8,11.1,11.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,24,Avord,2280.0,24.0,99.0,21.7,11.7,9.6,9.1,11.4,24.2,13.5,9.9,10.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,24,Châteaumeillant,1860.0,24.0,138.0,15.5,14.1,9.3,9.8,12.1,22.8,15.8,9.4,10.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,24,Dun-sur-Auron,3706.0,24.0,190.0,19.3,12.5,9.9,8.8,13.0,22.4,14.4,10.2,11.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,24,La Guerche-sur-l'Aubois,3238.0,24.0,140.0,16.3,13.0,9.6,9.8,13.2,26.8,15.1,10.6,10.9,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,24,Saint-Amand-Montrond,9436.0,24.0,645.0,20.0,11.8,9.1,9.1,11.4,22.6,14.1,8.9,10.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,24,Sancoins,2939.0,24.0,200.0,18.3,12.7,9.1,9.5,11.5,21.4,13.6,9.7,10.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,24,Trouy,3811.0,24.0,112.0,18.7,13.2,11.1,10.0,15.1,23.6,16.3,11.2,11.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,74,Allassac,3686.0,74.0,205.0,18.3,13.2,9.7,9.4,12.9,22.1,14.2,10.1,11.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,74,Argentat,2843.0,74.0,278.0,17.5,12.3,9.1,10.2,12.5,23.5,14.8,9.2,10.3,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,74,Donzenac,2475.0,74.0,174.0,18.3,13.0,10.5,9.7,14.0,26.1,14.8,11.2,10.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,74,Lubersac,2113.0,74.0,199.0,19.6,13.7,9.5,10.4,12.4,22.7,13.9,10.6,10.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,74,Tulle,13068.0,74.0,1231.0,18.2,12.8,9.7,8.7,12.4,23.0,14.0,9.8,10.2,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,74,Brive-la-Gaillarde,45485.0,74.0,3895.0,19.3,12.9,9.7,9.2,13.5,25.3,14.6,10.3,10.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,74,Cosnac,2818.0,74.0,136.0,20.2,13.5,10.4,9.6,15.4,25.7,15.8,11.1,11.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,74,Malemort-sur-Corrèze,0.0,74.0,574.0,19.0,13.1,10.0,8.9,13.5,24.3,15.4,10.5,10.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,74,Objat,3426.0,74.0,348.0,20.7,12.3,9.6,9.8,13.4,25.1,14.7,10.6,11.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,74,Saint-Pantaléon-de-Larche,4682.0,74.0,261.0,18.4,13.4,10.2,10.1,14.0,23.2,15.4,10.6,11.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,74,Ussac,3991.0,74.0,254.0,22.3,13.3,10.6,11.3,15.9,28.5,15.5,11.8,11.2,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,74,Varetz,2221.0,74.0,148.0,20.9,13.8,9.8,9.6,13.6,25.1,14.4,10.5,11.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,74,Bort-les-Orgues,2431.0,74.0,272.0,19.0,14.0,9.1,9.0,11.6,24.0,14.3,8.8,10.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,74,Meymac,2195.0,74.0,170.0,18.1,13.0,9.7,9.7,12.3,22.1,13.3,10.6,11.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Centre,74,Uzerche,2156.0,74.0,237.0,26.1,12.7,9.4,10.1,12.1,25.9,13.5,9.9,10.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,26,Fontaine-lès-Dijon,8659.0,26.0,556.0,22.0,14.8,10.9,10.5,19.3,29.6,16.4,11.4,13.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,26,Plombières-lès-Dijon,2540.0,26.0,145.0,18.6,13.5,10.4,10.1,13.8,22.3,15.0,11.6,11.2,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,26,Talant,11019.0,26.0,473.0,21.4,13.6,10.6,10.0,16.5,29.5,15.8,11.5,11.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,26,Auxonne,7140.0,26.0,383.0,19.3,12.5,9.7,9.7,12.5,23.1,14.9,10.6,11.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,26,Mirebeau-sur-Bèze,1931.0,26.0,133.0,19.2,12.2,10.4,9.2,13.3,23.4,14.9,10.5,10.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,26,Varois-et-Chaignot,1930.0,26.0,74.0,20.8,15.7,11.5,12.1,20.2,29.3,16.9,16.4,12.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,26,Arc-sur-Tille,2472.0,26.0,155.0,23.7,13.5,11.2,10.8,17.2,26.5,15.9,11.6,12.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,26,Chenôve,13968.0,26.0,1150.0,18.0,12.9,9.9,9.1,12.2,21.9,14.2,10.3,10.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,26,Chevigny-Saint-Sauveur,10790.0,26.0,420.0,19.8,13.1,10.4,10.4,13.8,23.2,14.8,11.2,11.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,26,Genlis,5295.0,26.0,264.0,19.1,12.7,9.9,10.2,13.2,23.2,14.9,10.9,11.3,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,26,Longvic,8752.0,26.0,586.0,19.6,12.9,10.0,9.4,12.8,22.9,14.1,10.7,11.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,26,Marsannay-la-Côte,5198.0,26.0,448.0,20.4,13.0,10.4,11.2,14.8,25.2,15.2,10.9,11.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,26,Quetigny,9300.0,26.0,723.0,20.0,13.3,10.2,9.9,13.4,23.4,14.7,10.7,11.2,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,26,Sennecey-lès-Dijon,2121.0,26.0,90.0,20.0,12.8,10.7,11.2,15.0,23.6,16.3,10.6,12.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,26,Châtillon-sur-Seine,4766.0,26.0,435.0,18.9,12.3,9.3,9.8,12.3,24.2,14.6,10.4,10.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,26,Is-sur-Tille,4320.0,26.0,291.0,20.6,13.2,10.0,10.1,14.2,24.2,14.8,11.3,11.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,26,Montbard,5074.0,26.0,334.0,17.6,12.5,9.6,9.5,12.6,21.7,14.3,12.7,11.3,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,26,Saulieu,2298.0,26.0,258.0,20.5,11.0,9.4,9.0,11.9,22.1,15.9,12.8,10.2,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,26,Selongey,2349.0,26.0,109.0,19.5,13.0,10.6,10.8,13.8,27.1,15.2,12.2,11.2,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,26,Semur-en-Auxois,3744.0,26.0,378.0,19.5,13.1,9.7,8.8,13.5,25.3,15.0,11.2,10.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,26,Venarey-les-Laumes,2890.0,26.0,169.0,19.1,12.4,9.9,9.4,12.5,24.9,14.5,10.1,11.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,26,Beaune,20863.0,26.0,2261.0,21.0,13.0,10.2,9.0,14.4,28.1,15.2,11.0,10.9,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,26,Brazey-en-Plaine,2406.0,26.0,159.0,21.3,12.2,10.3,9.9,13.2,23.8,14.5,11.0,11.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,26,Gevrey-Chambertin,2924.0,26.0,259.0,20.7,13.6,10.3,10.3,14.1,25.1,14.2,10.9,11.3,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,26,Nuits-Saint-Georges,5372.0,26.0,550.0,20.3,12.7,10.1,8.5,14.2,25.8,15.0,10.6,11.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Est,26,Seurre,2254.0,26.0,195.0,18.5,12.1,9.5,9.3,12.4,23.5,14.9,10.9,10.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Hillion,3969.0,53.0,231.0,19.5,13.0,10.4,9.9,14.2,26.6,15.3,11.5,10.9,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Langueux,7165.0,53.0,492.0,18.9,13.6,10.3,9.4,14.1,27.3,15.0,11.0,10.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Plédran,6472.0,53.0,205.0,17.5,13.0,10.3,9.9,12.6,21.1,14.4,10.6,11.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Plélo,3317.0,53.0,159.0,19.2,12.8,10.0,9.3,12.3,22.4,13.5,11.7,10.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Plérin,13809.0,53.0,1053.0,20.6,13.5,10.4,9.3,16.0,25.3,19.6,11.0,10.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Ouest,53,Ploufragan,11046.0,53.0,502.0,17.7,12.8,10.2,8.7,13.0,22.7,14.5,10.5,10.9,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
