eu_election_circle_fr,region_no,city_name,people_no,REG,total_co,fem_executive_sa,fem_manager_sa,fem_employee_sa,fem_worker_sa,avg_male_sa,male_executive_sa,male_manager_sa,male_employee_sa,male_worker_sa,fem_executive_sa_mean,fem_manager_sa_mean,fem_employee_sa_mean,fem_worker_sa_mean,avg_male_sa_mean,male_executive_sa_mean,male_manager_sa_mean,male_employee_sa_mean,male_worker_sa_mean,fem_executive_sa_min,fem_executive_sa_max,fem_executive_sa_median,fem_manager_sa_min,fem_manager_sa_max,fem_manager_sa_median,fem_employee_sa_min,fem_employee_sa_max,fem_employee_sa_median,fem_worker_sa_min,fem_worker_sa_max,fem_worker_sa_median,avg_male_sa_min,avg_male_sa_max,avg_male_sa_median,male_executive_sa_min,male_executive_sa_max,male_executive_sa_median,male_manager_sa_min,male_manager_sa_max,male_manager_sa_median,male_employee_sa_min,male_employee_sa_max,male_employee_sa_median,male_worker_sa_min,male_worker_sa_max,male_worker_sa_median
Sud-Est,82,Attignat,3329.0,82.0,116.0,19.0,13.0,10.3,9.9,13.8,23.0,14.7,13.2,11.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Bourg-en-Bresse,38488.0,82.0,3103.0,20.1,13.1,10.0,8.6,13.1,24.2,14.3,10.7,10.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Ceyzériat,2886.0,82.0,188.0,21.1,13.4,10.4,9.1,15.2,26.9,15.1,11.4,11.2,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Marboz,2069.0,82.0,130.0,19.3,13.2,10.1,7.9,13.8,24.6,14.7,11.7,11.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Montrevel-en-Bresse,2296.0,82.0,185.0,19.8,13.2,9.9,9.4,12.8,21.4,15.1,10.8,11.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Péronnas,5762.0,82.0,420.0,22.3,13.1,10.5,9.6,14.4,23.9,15.5,11.5,11.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Polliat,2450.0,82.0,123.0,18.1,13.6,10.1,9.7,14.2,26.3,14.5,11.9,11.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Pont-d'Ain,2602.0,82.0,206.0,17.5,13.3,10.2,9.7,13.8,23.1,15.3,10.5,11.3,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Saint-Denis-lès-Bourg,5515.0,82.0,295.0,21.5,13.6,10.5,9.8,15.1,23.7,15.3,12.1,11.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Treffort-Cuisiat,0.0,82.0,122.0,19.2,13.4,10.1,9.1,13.7,25.3,14.6,11.9,10.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Viriat,6003.0,82.0,503.0,18.8,13.5,10.6,9.8,14.3,25.9,14.8,12.3,11.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Ambérieu-en-Bugey,13460.0,82.0,996.0,19.1,13.2,10.1,9.6,15.0,26.4,16.7,11.0,11.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Ambronay,2563.0,82.0,124.0,19.0,13.3,10.6,10.0,14.7,23.3,15.8,11.3,11.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Arbent,3281.0,82.0,314.0,19.5,11.7,10.8,9.5,15.3,30.2,17.2,12.4,11.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Béligneux,3187.0,82.0,177.0,20.5,13.9,10.7,10.3,15.4,24.4,16.3,11.8,11.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Bellignat,3532.0,82.0,252.0,20.7,11.8,10.4,9.3,13.4,25.2,13.8,10.8,10.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Dagneux,4354.0,82.0,272.0,20.9,14.4,10.6,10.5,15.2,23.7,15.4,12.3,12.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Izernore,2232.0,82.0,156.0,17.8,12.8,10.2,9.2,14.4,26.6,14.9,11.6,11.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Jujurieux,2137.0,82.0,110.0,19.7,12.1,10.4,9.5,13.6,22.7,14.2,12.4,11.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,La Boisse,2722.0,82.0,195.0,23.2,14.7,10.9,10.2,17.4,26.5,17.0,12.6,12.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Lagnieu,6816.0,82.0,394.0,20.4,13.3,10.3,10.1,15.2,25.7,16.8,11.7,11.9,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Loyettes,3125.0,82.0,170.0,18.8,13.4,10.5,10.2,14.7,25.0,15.7,13.1,11.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Meximieux,7264.0,82.0,516.0,23.0,13.6,10.6,9.9,17.1,26.4,17.9,12.8,11.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Montluel,6811.0,82.0,395.0,20.7,13.4,10.7,10.0,15.3,26.1,15.3,12.6,11.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Montréal-la-Cluse,3405.0,82.0,257.0,17.4,12.4,10.6,9.5,13.4,23.2,15.2,11.7,11.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Nantua,3301.0,82.0,231.0,25.2,12.3,9.9,9.4,12.7,29.4,13.9,10.7,10.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Oyonnax,22115.0,82.0,1516.0,20.1,12.5,10.4,9.3,13.0,26.2,15.3,10.6,10.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Saint-Denis-en-Bugey,2196.0,82.0,89.0,19.3,13.1,10.4,10.0,14.5,25.4,15.9,11.6,12.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Saint-Maurice-de-Gourdans,2349.0,82.0,109.0,20.6,13.9,11.3,9.9,16.9,25.5,16.3,13.9,12.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Villieu-Loyes-Mollon,3322.0,82.0,184.0,21.2,13.5,11.0,10.0,16.8,26.1,16.5,11.9,12.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Bellegarde-sur-Valserine,11401.0,82.0,655.0,20.8,12.3,9.8,9.0,12.3,21.3,14.2,10.5,11.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Belley,8442.0,82.0,708.0,21.5,13.0,9.9,9.5,13.2,24.0,14.9,11.6,10.9,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Cessy,4735.0,82.0,181.0,19.5,12.2,10.8,13.0,14.7,29.1,14.7,10.6,11.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Châtillon-en-Michaille,3255.0,82.0,193.0,20.2,12.9,10.2,9.1,14.5,25.9,15.2,11.4,12.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Collonges,2166.0,82.0,75.0,20.0,12.8,10.0,9.4,14.4,23.1,16.0,9.6,13.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Culoz,2798.0,82.0,176.0,18.5,12.1,9.8,9.7,13.5,22.3,14.5,10.7,11.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Divonne-les-Bains,8924.0,82.0,534.0,29.5,12.9,10.7,10.3,19.2,41.2,15.4,10.9,15.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Ferney-Voltaire,9210.0,82.0,665.0,24.4,13.4,10.6,9.2,13.5,27.9,15.9,10.5,10.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Gex,10552.0,82.0,494.0,19.7,12.9,10.2,10.0,13.6,26.1,14.5,10.7,11.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Hauteville-Lompnes,3108.0,82.0,238.0,26.1,12.2,9.8,9.2,12.7,28.3,13.2,10.5,10.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Ornex,4206.0,82.0,147.0,24.9,13.4,11.0,9.7,14.0,26.0,17.0,10.8,12.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Péron,2419.0,82.0,80.0,21.0,12.7,10.1,9.6,14.8,25.1,15.4,10.1,12.2,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Prévessin-Moëns,7602.0,82.0,203.0,26.4,12.1,10.5,9.2,15.2,36.0,14.5,11.1,12.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Saint-Genis-Pouilly,9677.0,82.0,543.0,22.9,12.7,10.4,9.6,13.0,24.8,13.5,10.1,11.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Saint-Rambert-en-Bugey,2159.0,82.0,134.0,20.2,12.1,9.9,10.0,12.1,19.2,15.2,10.1,10.9,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Bâgé-la-Ville,3142.0,82.0,101.0,19.4,13.6,10.2,9.8,13.8,24.1,14.4,11.7,11.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Beynost,4455.0,82.0,480.0,22.5,14.6,11.5,9.9,19.5,30.4,17.0,12.6,12.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Chalamont,2380.0,82.0,155.0,20.6,12.4,10.1,10.1,15.1,29.1,15.6,11.5,11.3,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Châtillon-sur-Chalaronne,4611.0,82.0,388.0,19.8,12.8,10.1,10.9,14.3,24.7,14.8,10.9,11.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Fareins,2089.0,82.0,167.0,20.3,14.9,10.9,10.1,16.9,27.1,15.8,12.0,12.3,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Feillens,3208.0,82.0,220.0,20.4,13.1,10.2,9.3,13.2,23.9,14.9,11.3,10.9,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Jassans-Riottier,6104.0,82.0,330.0,19.6,13.7,10.5,9.5,15.3,26.2,16.0,11.2,11.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Massieux,2433.0,82.0,138.0,20.4,15.5,11.3,10.7,18.3,26.7,18.8,13.1,12.3,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Mézériat,2150.0,82.0,133.0,18.2,12.2,10.2,9.5,13.3,25.3,14.4,11.7,11.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Mionnay,2027.0,82.0,138.0,20.3,14.4,11.5,10.4,18.1,27.7,16.1,13.7,11.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Montmerle-sur-Saône,3740.0,82.0,213.0,20.1,13.8,10.8,10.0,16.2,26.7,15.6,13.4,12.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Neyron,2400.0,82.0,240.0,24.8,13.9,11.2,13.7,19.9,31.9,16.6,12.8,12.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Pont-de-Vaux,2068.0,82.0,245.0,18.6,12.6,11.0,9.7,12.3,23.5,14.5,10.3,10.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Replonges,3515.0,82.0,191.0,19.5,13.1,10.6,10.7,14.6,23.7,15.3,12.3,11.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Reyrieux,4209.0,82.0,305.0,23.3,13.8,11.5,9.7,20.2,29.9,18.6,13.4,12.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Saint-André-de-Corcy,2880.0,82.0,244.0,21.8,13.9,10.9,10.3,16.4,25.1,15.9,12.6,12.2,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Saint-Didier-sur-Chalaronne,2745.0,82.0,174.0,23.2,12.9,10.1,9.9,14.2,25.4,16.2,11.7,11.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Saint-Maurice-de-Beynost,3866.0,82.0,207.0,20.9,13.3,10.6,9.6,14.7,25.2,15.6,11.0,11.9,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Trévoux,6627.0,82.0,510.0,21.6,13.4,10.4,9.6,15.7,26.8,16.4,12.4,11.3,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Villars-les-Dombes,4185.0,82.0,307.0,20.0,13.2,10.3,9.1,14.4,23.4,15.5,11.9,10.9,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,82,Vonnas,2788.0,82.0,201.0,28.2,12.7,9.8,9.8,13.0,26.7,14.0,10.9,11.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Nord-Ouest,22,Athies-sous-Laon,2617.0,22.0,85.0,18.8,12.8,10.4,9.0,13.0,21.8,15.4,9.9,11.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Nord-Ouest,22,Guignicourt,2173.0,22.0,107.0,21.0,13.5,10.4,9.8,14.1,23.2,15.7,11.4,11.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Nord-Ouest,22,La Fère,2606.0,22.0,174.0,12.0,10.6,9.8,8.1,11.1,24.2,13.4,9.5,10.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Nord-Ouest,22,Laon,23850.0,22.0,1373.0,18.9,12.2,9.9,8.7,11.8,23.5,13.7,10.1,10.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Nord-Ouest,22,Saint-Gobain,1931.0,22.0,86.0,19.0,12.7,9.5,8.6,13.3,24.4,15.9,11.3,10.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Nord-Ouest,22,Sissonne,1795.0,22.0,92.0,20.0,11.9,9.5,8.2,11.1,22.1,12.8,10.1,10.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,94,Afa,2887.0,94.0,258.0,19.8,14.0,10.4,9.6,14.9,26.4,16.9,11.8,11.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,94,Ajaccio,66971.0,94.0,6328.0,19.8,14.1,10.3,8.8,13.8,24.6,16.4,10.9,11.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,94,Alata,3000.0,94.0,249.0,19.9,14.0,10.7,8.9,14.3,24.0,16.7,11.0,11.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,94,Bastelicaccia,3792.0,94.0,291.0,18.9,13.3,10.5,8.9,15.1,26.5,16.8,10.5,11.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,94,Sarrola-Carcopino,2171.0,94.0,491.0,21.0,13.5,9.9,9.2,12.6,23.6,15.5,10.7,10.8,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,94,Bastia,42547.0,94.0,4239.0,19.8,13.7,10.1,8.7,13.7,24.6,16.9,10.6,10.9,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,94,Biguglia,7769.0,94.0,978.0,18.1,13.4,10.2,8.9,14.8,22.5,20.2,11.2,11.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,94,Borgo,7718.0,94.0,858.0,18.1,13.8,10.0,9.0,14.2,24.2,20.3,11.0,10.9,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,94,Furiani,5585.0,94.0,636.0,20.6,14.4,10.3,9.3,15.5,24.1,22.4,10.9,11.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,94,Lucciana,5135.0,94.0,528.0,20.2,13.5,10.0,8.5,13.7,23.5,18.8,10.6,11.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,94,San-Martino-di-Lota,2731.0,94.0,187.0,18.3,14.4,11.2,9.6,16.6,28.6,19.7,11.1,11.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,94,Santa-Maria-di-Lota,1757.0,94.0,114.0,21.2,13.5,10.7,7.5,17.1,29.5,17.3,11.4,11.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,94,Ville-di-Pietrabugno,3391.0,94.0,238.0,20.9,14.8,10.9,8.5,19.1,27.7,22.3,12.4,12.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Nord-Ouest,22,Gauchy,5315.0,22.0,211.0,18.9,12.4,9.9,10.6,12.9,23.3,14.3,10.8,11.4,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Nord-Ouest,22,Saint-Quentin,54465.0,22.0,3289.0,19.9,13.1,9.8,9.4,13.0,25.2,14.4,10.4,10.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,94,Bonifacio,2846.0,94.0,681.0,19.8,12.7,9.7,9.7,12.7,29.9,13.4,9.9,10.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,94,Grosseto-Prugna,2867.0,94.0,512.0,19.4,14.2,10.3,10.0,16.3,28.5,18.6,10.6,11.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,94,Porto-Vecchio,11465.0,94.0,2393.0,18.3,12.9,9.9,9.2,12.6,24.8,14.7,10.6,11.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,94,Propriano,3588.0,94.0,603.0,18.6,13.6,9.5,9.0,11.7,20.9,14.7,10.4,10.6,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,94,Sartène,3228.0,94.0,418.0,17.0,12.5,9.7,8.7,11.0,17.9,14.6,9.9,10.0,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,94,Zonza,2588.0,94.0,383.0,14.6,12.0,9.5,9.8,11.7,19.4,15.8,9.7,10.7,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,94,Aléria,2058.0,94.0,237.0,20.2,12.0,9.5,9.2,11.9,20.0,15.0,9.8,10.5,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,94,Calenzana,2279.0,94.0,205.0,19.1,12.2,9.7,9.5,12.8,18.5,20.0,10.7,11.1,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,94,Calvi,4729.0,94.0,1030.0,19.6,12.7,9.5,9.9,12.3,23.3,14.8,10.1,10.9,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
Sud-Est,94,Corte,6278.0,94.0,671.0,18.4,13.0,9.7,9.2,12.1,21.7,14.6,10.1,10.3,20,13,10,10,15,25,16,11,12,12,36,20,11,19,13,9,16,10,6,28,10,10,52,14,14,58,25,12,93,15,8,24,11,9,53,11
